Nama User,Ulasan,Rating,Tanggal,Likes,Versi App
Pengguna Google,sangat membantu sekali terimakasih banyak atas tiktok untuk selalu menghibur aku selama ini sukses selalu tiktok saya kasih bintang 5,5,2025-12-31 16:52:56,0,
Pengguna Google,bagus,5,2025-12-31 16:45:56,0,43.1.4
Pengguna Google,sangat bagus sekali,5,2025-12-31 16:41:49,0,43.1.4
Pengguna Google,sangat menyenangkan,5,2025-12-31 16:40:45,0,
Pengguna Google,"aplikasi live ga bisa di gunakan, pdhl tmn sy pengikutnya masih 24org diaa bisa live sy gabisa live",4,2025-12-31 16:39:31,0,43.1.4
Pengguna Google,"asu akun gw kok tiba"" ke blokir",1,2025-12-31 16:38:09,0,
Pengguna Google,soalnya tiktok aku te blokir di tiktok,3,2025-12-31 16:37:22,0,43.1.4
Pengguna Google,tiktok sangat memuaskan,5,2025-12-31 16:37:16,0,43.0.3
Pengguna Google,bagus untuk menghasilkan uang jajan,5,2025-12-31 16:31:19,0,
Pengguna Google,"selalu ngelag keluar mulu, baru buka tiktok udh ngelag langsung keluar klo sekali dua kali mah oke lah ini selalu gitu tiap buka tiktok",1,2025-12-31 16:30:51,0,
Pengguna Google,saya sangat terhibur,5,2025-12-31 16:30:42,0,
Pengguna Google,"aplikasi kikir dongo sarang monyet SDM rendah konten ragebait di biarkan, sibuk amat blokir akun gw sepuasnya, ngotak dikit gebleg",1,2025-12-31 16:29:22,0,42.8.3
Pengguna Google,"aplikasi terbaik sepanjang masa,, kapan lagi coba cuma posting video tapi di bayar jutaan .. love tiktok selamanya 😘😘",5,2025-12-31 16:27:17,0,43.1.4
Pengguna Google,bagusssss buangetttttt🥰,5,2025-12-31 16:26:53,0,
Pengguna Google,sangat membantu sekali,1,2025-12-31 16:24:59,0,42.8.3
Pengguna Google,saya kasih bintang 4 karena masih ada yang harus diperbaiki loading lambat,1,2025-12-31 16:20:01,0,
Pengguna Google,bggss bngt kita bisa live dan bnyk dence yg kerenn,5,2025-12-31 16:18:38,0,39.8.3
Pengguna Google,makin kesini apk nya sering lag,1,2025-12-31 16:12:46,0,43.1.4
Pengguna Google,sayangnya akun aku GK bisa jualan Afiliate tiktok,4,2025-12-31 16:11:15,0,34.8.0
Pengguna Google,"di tablet semenjak update ga bisa di percepat lagi, di percepat lewat sisi jadi lama bgt",1,2025-12-31 16:10:19,0,
Pengguna Google,Aplikasi ini sangat berguna untuk hiburan bisnis dan lain lain multiguna pokonya,5,2025-12-31 16:08:39,0,43.1.4
Pengguna Google,adalah pokoknya,5,2025-12-31 16:06:54,0,42.8.3
Pengguna Google,aplikasi ga jelas woii yang benar aja gwe ketik kena sensor muluu yang bener lah upgrade noh aplikasi luwh,1,2025-12-31 16:03:40,0,
Pengguna Google,seruu,5,2025-12-31 16:03:22,0,19.0.0
Pengguna Google,sarana hiburan dan promosi serta pengetahuan dan literasi secara instan,5,2025-12-31 16:03:16,0,
Pengguna Google,aku sangat menyukai tiktok,5,2025-12-31 16:02:55,0,43.0.3
Pengguna Google,bagus dan berguna,5,2025-12-31 16:00:51,0,
Pengguna Google,"bagus bisa buat liat hal hal yang kita gak tau jadi tau,bisa ngikutin orang,kadang malah dapet temen,kalo ketemu temen jadi lebih seneng + bahagia gitu",5,2025-12-31 15:59:19,0,43.1.4
Pengguna Google,tolong jika ada yang lif dengan suara sensitif langsung di ben dikarnakan banyak anak di bawah umur suka desah dan itu di jadikan alasan mereka untuk lif di tiktok,1,2025-12-31 15:52:24,0,
Pengguna Google,gacor,5,2025-12-31 15:48:39,0,43.1.4
Pengguna Google,keren,5,2025-12-31 15:48:03,0,43.1.4
Pengguna Google,"Alhamdulillah dapet pengalaman dari tiktok,bisa punya banyak teman dan bisa dapet cuan ,belanja di tiktok juga terjangkau banyak fitur baru, aplikasi yang wow dari untuk berbagai kalangan. Dari tua muda anak2",5,2025-12-31 15:47:20,0,41.1.3
Pengguna Google,"Aplikasi tik tok yg saya pakai,agak² eror .. terima kasih",5,2025-12-31 15:47:18,0,43.1.4
Pengguna Google,Bagus,5,2025-12-31 15:45:58,0,
Pengguna Google,"Fyp, gak jelas,",1,2025-12-31 15:41:56,0,31.5.3
Pengguna Google,bagusss,5,2025-12-31 15:40:56,0,
Pengguna Google,aplikasi ini sangat seru kita bisa berkomentar dan berbincang dengan teman yang tidak dapat kita temui dengan cara mencari akunnya nama saya eka Nova Kurnia. ini akun saya @ytta(yang tau tau aja🙄) sekian terima kasihh👉🏻❤️👈🏻,5,2025-12-31 15:36:41,0,43.1.1
Pengguna Google,karena enek ditonton aku setiap hari selalu terhibur,5,2025-12-31 15:36:28,0,
Pengguna Google,pokoknya seru bangetttt,5,2025-12-31 15:35:43,0,43.0.3
Pengguna Google,buat developer nya saya mau kasih tau kalau di apk nya terdapat virus type TROJAN di mana virus ini dapat mencuri data dari HP tau sistem di perangkat tolong masalah ini bisa di selesai terimakasih 🙏,2,2025-12-31 15:33:41,0,40.5.3
Pengguna Google,kurang memuasan,2,2025-12-31 15:32:25,0,43.1.4
Pengguna Google,cepat menguras Kouta,1,2025-12-31 15:31:51,0,
Pengguna Google,jelek,1,2025-12-31 15:30:20,0,
Pengguna Google,iklaan lu ngeganggu,1,2025-12-31 15:30:06,0,
Pengguna Google,Halo kakak ini gimana ya aku baru isi koin baru aku pakek 3 koin kok udah habis tidak ada yang di sisa ini gimana ya,1,2025-12-31 15:30:01,0,43.1.4
Pengguna Google,baik,5,2025-12-31 15:26:56,0,41.5.4
Pengguna Google,tolong yaa di perbaiki lagi soalnya nggak bisa buat pesan,1,2025-12-31 15:26:38,0,43.1.4
Pengguna Google,goddd,5,2025-12-31 15:25:51,0,
Pengguna Google,ikut bergabung,5,2025-12-31 15:25:20,0,43.1.4
Pengguna Google,hanya cinta dan malam,1,2025-12-31 15:23:32,0,
Pengguna Google,bagussss,5,2025-12-31 15:22:56,0,41.5.4
Pengguna Google,burik,1,2025-12-31 15:22:12,0,42.6.4
Pengguna Google,sangat terhibur adanya tiktok,5,2025-12-31 15:16:34,0,43.1.4
Pengguna Google,bagus bngt gw suka,5,2025-12-31 15:15:54,0,43.1.4
Pengguna Google,"Bagus, tapi isi nya kandang monyet",5,2025-12-31 15:11:52,0,
Pengguna Google,akun cepat terblokir emang aplikasi sampah,1,2025-12-31 15:11:49,0,
Pengguna Google,WOIII TIKTOKNYA KENAPA NGE BUGG TOLOLLL BENERIN LAGIII DONGGG SUUU,1,2025-12-31 15:11:00,0,43.0.3
Pengguna Google,keseringan upgrade males bgt,1,2025-12-31 15:10:17,0,43.0.3
Pengguna Google,bagus banget dehh,5,2025-12-31 15:06:05,0,
Pengguna Google,d update malah eror kocakkk,1,2025-12-31 15:04:21,0,43.1.4
Pengguna Google,"Hai developer, aku ada keluhan karna iklan selalu ada ketika saya scroll ,mungkin anda bisa di jarang muncul kan, karna ini sangat mengganggu bagi saya.",4,2025-12-31 14:57:59,0,43.1.4
Pengguna Google,baru aja beberapa bulan masa tiba tiba malam ini akun tiktok ke blokir terus aku downloads lagi masa ngga bisa buat akun lagi,1,2025-12-31 14:56:34,0,
Pengguna Google,kenapa setiapa mau login pasti ngk bisa apa lgi mau kembali ke akun yg dulu mala tambah di persulit,1,2025-12-31 14:49:42,0,
Pengguna Google,This application is very good but there is a problem where when I am live it suddenly exits and crashes. Please fix it. Thank you.,3,2025-12-31 14:48:52,0,
Pengguna Google,👍,5,2025-12-31 14:47:40,0,43.1.4
Pengguna Google,uang gua dijadikan saldo ajg,1,2025-12-31 14:45:24,0,43.1.4
Pengguna Google,bolehlah.,3,2025-12-31 14:42:34,0,41.3.3
Pengguna Google,sangat menyenangkan,4,2025-12-31 14:41:08,0,43.1.4
Pengguna Google,good,5,2025-12-31 14:39:58,0,43.1.4
Pengguna Google,aplikasi aneh banyak akun promosi judol berawal dari komenan di vt² random lalu mrambat jadi bikin video ini udah masuknya meresahkan.tiktok harus ambil tindakan,1,2025-12-31 14:38:46,3,43.1.4
Pengguna Google,"kbanyakan potongan, akun pun rawan bget klo udh terbang,,",1,2025-12-31 14:37:55,0,
Pengguna Google,baguss,5,2025-12-31 14:34:59,0,40.8.3
Pengguna Google,lumayanlah,5,2025-12-31 14:34:56,0,31.4.3
Pengguna Google,tiktok selalu mennyenangkan💝💝!!,5,2025-12-31 14:32:26,0,
Pengguna Google,"tolong fitur share buat streak nya diperbaiki! masa udh share tapi kadang² ga kekirim.. jadinya api runtunan harian mati, udh sering kejadian jadinya harus chat manual gbs pake share video.",2,2025-12-31 14:31:27,0,43.1.4
Pengguna Google,bagus eyyyyy,5,2025-12-31 14:31:19,0,
Pengguna Google,"eror, keluar trus dri apk",1,2025-12-31 14:30:53,0,
Pengguna Google,good good,3,2025-12-31 14:28:05,0,43.1.4
Pengguna Google,ok,5,2025-12-31 14:26:59,0,
Pengguna Google,bagus aplikasinya tapi sayang kadang lemot bgt,4,2025-12-31 14:25:35,0,
Pengguna Google,saya sering mngalami ngeleg sinyal kurang bagus tolong perbaiki tiktok di aku sya biar biasa menjadi kreator yg berguna,5,2025-12-31 14:22:22,0,
Pengguna Google,sangat bagus karena bisa berbagi pengalaman dengan banyak orang👍👍,5,2025-12-31 14:19:35,0,43.1.4
Pengguna Google,bagus bngt👍🏻,5,2025-12-31 14:15:57,0,43.0.3
Pengguna Google,bagus,5,2025-12-31 14:14:41,0,
Pengguna Google,"tiktok tolong lahhh itu iklan nya banyak yang ber unsur judul, konten judol juga dimana mana, banyak anak kecil main tiktok tolong di benahi sistem iklan dan perketat konten dari konten porno, judol, narkotika, dan yang membahayakan",1,2025-12-31 14:12:52,0,43.1.4
Pengguna Google,bagus aku sangat menyukai aplikasi ini,5,2025-12-31 14:10:13,0,42.9.3
Pengguna Google,Tiktok keren banget sih semakin kreatif aja lah pokonya semakin uuu wow lah pokoknya unik kreatif keren mantap sih,5,2025-12-31 14:07:30,0,43.1.4
Pengguna Google,"sekarang kebanyak efek ai,dan juga mengikuti gaya Instagram apalagi kalau mau fyp harus bayar",1,2025-12-31 14:06:17,0,
Pengguna Google,min Mabar ml yuk🗿🙏,5,2025-12-31 13:58:26,0,
Pengguna Google,aku suka aplikasi ini membuat saya sangat suka dengan tiktok ini,5,2025-12-31 13:57:11,0,42.6.4
Pengguna Google,seru,5,2025-12-31 13:55:49,0,43.1.4
Pengguna Google,bagus,5,2025-12-31 13:55:03,0,
Pengguna Google,"tiktok tolol apk ngk jls buat hp macet"" mau login ke akun nembak keluar ngk jls👎",1,2025-12-31 13:51:16,0,
Pengguna Google,untuk saat ini bagus,5,2025-12-31 13:51:00,0,43.1.4
Pengguna Google,mantap,5,2025-12-31 13:46:14,0,43.1.4
Pengguna Google,luar biasa,5,2025-12-31 13:41:58,0,43.1.4
Pengguna Google,Jlek bnget kmbli mlu,1,2025-12-31 13:41:46,0,43.1.4
Pengguna Google,"kenapa saya tidak bisa buka Tik tok,dengan alesan tidak ada jaringan",5,2025-12-31 13:40:22,0,43.1.4
Pengguna Google,kenapa tiktok saya ngelag,5,2025-12-31 13:40:13,0,43.1.4
Pengguna Google,aplikasi yang seru,5,2025-12-31 13:32:52,0,43.1.4
Pengguna Google,tolong kembalikan tiktok saya yg ke belokir,5,2025-12-31 13:30:52,0,43.1.4
Pengguna Google,mantap,5,2025-12-31 13:28:35,0,43.1.4
Pengguna Google,Baik,5,2025-12-31 13:27:05,0,
Pengguna Google,"kenapa sih tiktok sekarang kayak gini?? udah ngeleg, suka keluar tiba tiba. pas login ulang juga keluar mulu kadang tiba tiba akun berubah, kenapa sih?? akun yg mau di loginkan lagi juga susah banget. semoga cepat deh diselesaikan masalah ini",1,2025-12-31 13:26:49,0,35.0.4
Pengguna Google,sya sangat suka,5,2025-12-31 13:26:44,0,43.1.4
Pengguna Google,assalamualaikum pihak TikTok ada kesalahan pada tiktok/ menegernya masa saya pakai satu akun terblokir semuanya TikTok gimana sihh akun saya terblokir semua nihh tanggungjawab TikTok,1,2025-12-31 13:25:14,0,43.1.4
Pengguna Google,saya mau buka akun saya kok egk bisa,5,2025-12-31 13:23:52,0,
Pengguna Google,mantap,5,2025-12-31 13:20:21,0,43.1.4
Pengguna Google,gaje kok bot bot #sd it,5,2025-12-31 13:19:19,0,43.1.4
Pengguna Google,"kenapa setiap mau login dipersusah trus kaya ga percayaan bgt sih, gua sering lupa pw di Instagram tapi itu msi dipermudah lah di tiktok ini dipersulit BANGET untuk gua org yg lupaan pw, tolong dong dipermudah untuk login bagi yang lupa sandi nya tiktok pls🙏🙏🙏",1,2025-12-31 13:19:05,0,43.1.4
Pengguna Google,"ga ada angin, ga ada hujan. tiba² aja akun tiktok yg ada ke blokir semua...",1,2025-12-31 13:16:18,0,43.1.4
Pengguna Google,keren,5,2025-12-31 13:15:17,0,43.1.4
Pengguna Google,good..👍👍,5,2025-12-31 13:14:29,0,
Pengguna Google,bagus,4,2025-12-31 13:12:46,0,
Pengguna Google,parah sekarang banyak iklan judi online,1,2025-12-31 13:11:57,1,43.0.3
Pengguna Google,aku suka banget apa lagi bestie ku disini,5,2025-12-31 13:11:54,0,39.7.3
Pengguna Google,iklan nya kek tempuek,5,2025-12-31 13:11:26,0,
Pengguna Google,"pliss tolong normalisasikan ga sengaja ngirim pesan yg g sesuai umurnya pliss, soalnya kaya gitu ga baik ya mungkin baut sebagian orang itu baik tpi menurut saya pribadi itu terlalu menyiksa karna it akun yg saya baut dari nol sampe sekarang dan saya sungguh ga terima kalo akun saya ke blok, jadi tolong pulihkan akun saya itu!",1,2025-12-31 13:08:23,0,43.1.4
Pengguna Google,di hp saya tiktok nya g ada toko online,1,2025-12-31 13:05:53,0,42.3.5
Pengguna Google,mohon untuk diperbaiki lagi sistemnya sering error asik scroll tiba tiba sering lag gajelas padahal sinyal bagus dan buat buka aplikasi lain pun lancar,2,2025-12-31 13:02:32,0,43.1.4
Pengguna Google,baguss tapi efek nya kurang baguss bisa GK si di tbahin efek lebihh cantikkkk gituuu,5,2025-12-31 12:59:49,0,
Pengguna Google,bagus,5,2025-12-31 12:57:26,0,43.1.4
Pengguna Google,malam min tolong bantu saya untuk mengganti no hp yang tidak aktif. soalnya saya mau menarik saldo tidak bisa karena tidak ada kode verifikasi,5,2025-12-31 12:57:07,0,43.1.4
Pengguna Google,mantap,5,2025-12-31 12:56:50,0,
Pengguna Google,sayah coba dulu baru donllod soal nyah,4,2025-12-31 12:56:43,0,
Pengguna Google,Makin buruk aja tiktok ni asal buka paylater tau GK bisa aja cm nak bayar aja pun susah x buka nya tak ku bayar d tlp tiap detik tp buka aplikasi nya bikin emosi,1,2025-12-31 12:55:59,0,43.1.4
Pengguna Google,sangat seru sekali aplikasi ini,5,2025-12-31 12:54:56,0,
Pengguna Google,sangat baik,5,2025-12-31 12:54:02,0,43.1.4
Pengguna Google,seru bget aplikasi nya memuas kan cuman ada masalh blok akun itu yg mmbuat bikin kesal,4,2025-12-31 12:53:34,0,
Pengguna Google,fitur ganti nama ubah jangan 30 hari 7 hari semua aja lah,3,2025-12-31 12:53:33,0,43.1.4
Pengguna Google,b aja,5,2025-12-31 12:45:19,0,39.5.5
Pengguna Google,ok,5,2025-12-31 12:43:25,0,
Pengguna Google,Okee,5,2025-12-31 12:43:15,0,43.1.4
Pengguna Google,sangat bagus dan rame pokoknya the Best dehh,5,2025-12-31 12:43:03,0,
Pengguna Google,ini kenpa woy tiktok paylater gak bisa selalu muncul ada masalah sistem terus..!!!!,1,2025-12-31 12:41:56,0,43.1.4
Pengguna Google,ya bagus lahh tapi di aku gampang nge lag njirr,3,2025-12-31 12:40:19,0,42.2.3
Pengguna Google,apk nya bagus,5,2025-12-31 12:39:57,0,
Pengguna Google,tolong aktifkan kembli koin tiktok saya,1,2025-12-31 12:39:39,0,43.1.4
Pengguna Google,turun GB an nya dongk di android lemot banget,5,2025-12-31 12:35:44,0,34.4.4
Pengguna Google,Sangat berguna untuk saya,5,2025-12-31 12:35:35,0,
Pengguna Google,sangat bagus tetapi acok takaluan,5,2025-12-31 12:35:17,0,
Pengguna Google,absolut cinema👉🤫👈,5,2025-12-31 12:31:07,0,42.4.4
Pengguna Google,sangat bagus,5,2025-12-31 12:30:09,0,
Pengguna Google,seru banget suka kelewatan waktu 😵‍💫,5,2025-12-31 12:29:04,0,43.1.4
Pengguna Google,ngebug aplikasi nya,1,2025-12-31 12:28:40,0,43.1.4
Pengguna Google,"apaya, terlalu makan memo banyak. kacao dikit karna harus nge hapus in apk lain baru bisa",2,2025-12-31 12:28:18,0,
Pengguna Google,bagus dan yaman buat scroll,5,2025-12-31 12:24:02,0,43.1.4
Pengguna Google,Tiktok itu aplikasi nya bagus cuma kadang selalu mati tiba-tiba padahal sinyal dan jaringannya bagus. Tolong perbaiki lagi dong biar lancar digunakannya,1,2025-12-31 12:22:41,0,43.1.4
Pengguna Google,bagus,5,2025-12-31 12:22:07,0,43.1.4
Pengguna Google,nice,5,2025-12-31 12:14:08,0,42.4.4
Pengguna Google,"kurir buruk,cs lemot,hati2 ujungnya buyer JD korban",1,2025-12-31 12:12:55,1,43.1.4
Pengguna Google,ga bisa di update,5,2025-12-31 12:12:39,0,43.1.4
Pengguna Google,gak bisa terbuka,3,2025-12-31 12:10:40,0,43.1.4
Pengguna Google,gak bagus,5,2025-12-31 12:09:54,0,43.0.3
Pengguna Google,ma tap pale tiktok ini,5,2025-12-31 12:09:03,0,
Pengguna Google,sangat baik,5,2025-12-31 12:07:18,0,42.4.4
Pengguna Google,udah bagus banget,4,2025-12-31 12:05:44,0,
Pengguna Google,"Kecewa banget setelah update yang sekarang fitur circle to search mendadak tidak berfungsi,setiap mau circle to search langsung blank hitam seolah olah tiktok tidak mau dirinya bisa di cari oleh fitur itu😡terutama di latar belakang tiktok blank putih entah mengapa ini semua terjadi setelah update..gimana sih kok bisa bug gini kecewa banget",1,2025-12-31 12:05:25,1,43.1.4
Pengguna Google,bagus sekali,5,2025-12-31 12:03:31,0,43.1.4
Pengguna Google,tapi kenapa live aku gk bisa kakak,5,2025-12-31 12:03:13,0,
Pengguna Google,di sarankan untuk tidak di download,1,2025-12-31 12:01:49,1,
Pengguna Google,mantap,5,2025-12-31 11:59:15,0,43.1.4
Pengguna Google,min tolong iklan judol di banned dong masa iklan judol gak d baned,5,2025-12-31 11:53:44,0,43.1.4
Pengguna Google,iya ini tidak bisa di buka,5,2025-12-31 11:50:11,0,
Pengguna Google,saat baik,5,2025-12-31 11:48:16,0,43.1.4
Pengguna Google,"aplikasinya bagus, dan banyak vt randomnya",5,2025-12-31 11:47:37,0,43.1.4
Pengguna Google,Aplikasi yang sangat bagus,5,2025-12-31 11:46:15,0,43.2.1
Pengguna Google,saya kasih bintang 5 karena saya suka,5,2025-12-31 11:45:17,0,
Pengguna Google,Baguss apk nya!! ><,5,2025-12-31 11:44:25,0,40.5.3
Pengguna Google,knp GK bisa instal,5,2025-12-31 11:41:10,0,43.0.3
Pengguna Google,kenapa tik tok ku ngga bisa buat DM ??,1,2025-12-31 11:40:57,1,
Pengguna Google,anehh banget masa tiba² tiktok shop yang di bawah itu jadi teman bukan toko lagi padahal baru di update ke persi baru. .,3,2025-12-31 11:40:33,0,38.4.3
Pengguna Google,"gatau kenapa layar nya suka tiba tiba hitam gitu entah hp ku yg g jelas atau emg ada bug, kalau memang bug tolong di perbaiki..",4,2025-12-31 11:38:25,0,43.1.4
Pengguna Google,ok,5,2025-12-31 11:38:20,0,43.1.4
Pengguna Google,pertahankan dan perbaiki lebih meningkat lagi apk nya sudah bagus,5,2025-12-31 11:38:19,0,35.4.4
Pengguna Google,bagus,4,2025-12-31 11:37:13,0,
Pengguna Google,suka sih tapi aku GK bisa bikin akun males deh harus bikin susah aaaa,3,2025-12-31 11:33:10,0,
Pengguna Google,aku suka tapi tiktok harus pake kuota hehe,3,2025-12-31 11:32:14,0,41.5.4
Pengguna Google,"Tolong dong ukuran data nya sedikit di perkecil karena buat hp spesifikasi rendah udah berat banget, Iya tau ada tiktok lite, tapi fitur sama nuansa nya jauh berbeda dari yang original",3,2025-12-31 11:32:03,0,
Pengguna Google,"setiap kali livegame pasti penonton nya malah leg patah"".sedanngkan yang live lancar. seharusnya viewers bisa menikmati live tanpa bug",2,2025-12-31 11:29:40,0,43.1.4
Pengguna Google,"apa apa an tiktok ini akun saya kema shadow ban view mentok dibawah 100 bebrapa hari ini ,,sanagat sangat buruk,,tiktok sanga buruk sekali membuat peguna sangat tidak nyaman dan suangat kecewa berat",1,2025-12-31 11:27:19,0,
Pengguna Google,"mnrut ku aplikasi ini bagus and seru cuma gatau knp pas aku lagi co barang besokannya akun aku di banned sm tiktok aku gatau di hp aku yang satu lagi juga sama and tiap mau daftar pasti kayak ""maaf sepertinya anda belum memenuhi syarat tiktok"" aku gatau harus gimana krna ya itu juga daftar di daftar in tmn aku soalnya tiap ama aku gitu terus and skrng tmn aku lagi pulkam aku gatau mau gimana aku minta tolong abang aku juga gabisa katanya",2,2025-12-31 11:26:31,0,
Pengguna Google,Aplikasi kon,1,2025-12-31 11:25:32,1,
Pengguna Google,Gagal mengupdate terus 🙏🏻🙏🏻🙏🏻,2,2025-12-31 11:24:29,0,
Pengguna Google,"Gabisa Masuk, Padahal Internet lancar, ga lemot tapi Ga memunculkan vidio, Sering bug Ngecrash terus keluar logo tiktok. Tolong dong diperbaiki.. .",1,2025-12-31 11:24:23,1,
Pengguna Google,"kok suka keluar""sendiri yaa pdhl udah update tidak ada masalah apa "" di hp nya tpi suka tetiba keluar sendiri dan lag kenapa ya min moga ga gitu lagiii",4,2025-12-31 11:22:59,0,40.8.3
Pengguna Google,sangat bagus,5,2025-12-31 11:21:02,0,43.1.4
Pengguna Google,Aplikasi nya seru tapi juga seru ≧ω≦,5,2025-12-31 11:17:32,0,43.1.4
Pengguna Google,"jelek lelet, buka tiktok malahn keluar terus dari aplikasi nya",1,2025-12-31 11:17:12,1,43.1.4
Pengguna Google,bagus banget tapi kenapa tiktok ku gk bisa rame yaa,5,2025-12-31 11:15:34,0,42.3.5
Pengguna Google,kadang apkeli kas nggak bisa di donglot,4,2025-12-31 11:15:15,0,41.8.3
Pengguna Google,seru bngt apalagi bisa nonton artis kesukaan tapi yang paling gk seru tuh kalo ngelag,5,2025-12-31 11:14:47,0,
Pengguna Google,udah didownload malah ke restart lagi sampe 5kali terus juga bikin memo cepet penuh tolong MB nya di kurangin,1,2025-12-31 11:14:15,0,
Pengguna Google,bagus,5,2025-12-31 11:11:24,0,43.1.4
Pengguna Google,"kok sekarang,kalau buat akun baru ngga ada postingan ulangnya yah",3,2025-12-31 11:10:50,0,
Pengguna Google,sangat bagus,5,2025-12-31 11:10:10,0,43.1.4
Pengguna Google,tiktok gua sering di belok,4,2025-12-31 11:09:14,0,43.1.4
Pengguna Google,"AKU KASI BINTANG 5, TP KESEL IHK KOK D AK GAADA FITUR FOTO DI DM?????? AK JUGA MAW WOIQ. Sekian, Terimakasih.",5,2025-12-31 11:09:08,0,
Pengguna Google,aplikasi yang bagus untuk melihat video yang viral pun tak pernah bisa menghilang kan rasa gabut dan juga bosan,5,2025-12-31 11:07:08,0,
Pengguna Google,apk sangat buruk dan sering ke Ben live audio dan banyak alesanya apak sangat buruk,1,2025-12-31 11:04:03,1,
Pengguna Google,seru pokok nya bisa chat temen dan vidio nya bagus bintang ✋,5,2025-12-31 11:03:29,0,
Pengguna Google,"Poto live nya hilang,di karenakan dulu hp android ada Poto live nya dalam ingin mengunggah Poto live ke tik tok",4,2025-12-31 11:02:37,0,43.1.4
Pengguna Google,mantap,5,2025-12-31 11:00:16,0,43.1.4
Pengguna Google,sangat membantu dalam proses pencarian uang,5,2025-12-31 11:00:15,0,43.1.4
Pengguna Google,sangat kerennn👍🏻👍🏻,5,2025-12-31 10:57:39,0,43.1.4
Pengguna Google,syaaa tidak melakukan pembelian kiin recharge tetapi dana saya ketarik secara tiba tiba saya ingin mengajukan pengembalian dana secepatnya ditunggu itikad baiknyaa terimakasii,1,2025-12-31 10:55:48,1,
Pengguna Google,bagus banget,5,2025-12-31 10:55:07,0,
Pengguna Google,"bagus, cuma agak lelet instal aplikasi nya",5,2025-12-31 10:54:26,0,43.1.4
Pengguna Google,adalah pokonya,5,2025-12-31 10:52:46,0,
Pengguna Google,apk ini sangat baik,5,2025-12-31 10:51:10,0,42.8.3
Pengguna Google,"tiktok saya tiba"" di blokir permanen abis gituh gabisa bikin akun lagi gjls bgt tiktok skrng tiba"" di blokir gjls",1,2025-12-31 10:47:18,1,
Pengguna Google,bagus,5,2025-12-31 10:45:26,0,43.0.3
Pengguna Google,JANGAN HILANG YA TIKTOK,5,2025-12-31 10:42:21,0,43.1.4
Pengguna Google,"tiktok sekarang lemot banget,dulu live stream lancar² aja,tapi belakangan ini suka tiba² terjeda dan aplikasi tiktok otomatis relog,padahal hp aman dan ga kenapa²,tolong di fix segera",1,2025-12-31 10:41:31,1,36.0.4
Pengguna Google,tidak suka sangat jeleeeeeek,1,2025-12-31 10:41:03,1,
Pengguna Google,MANTAPPP,5,2025-12-31 10:39:45,0,43.1.4
Pengguna Google,makin hari tik tok makin lemot,5,2025-12-31 10:38:48,0,36.4.4
